referrer,views_total,views_unique
Google,118,44
github.com,90,20
seissol.org,68,28
seissol.readthedocs.io,40,12
DuckDuckGo,27,2
Bing,14,6
cn.bing.com,11,4
chatgpt.com,7,2
physics.paperswithcode.com,4,1
link.csdn.net,3,1
