referrer,views_total,views_unique
github.com,107,14
seissol.org,66,24
Google,57,23
seissol.readthedocs.io,34,6
Bing,9,3
cn.bing.com,7,6
hpcadvisorycouncil.atlassian.net,5,1
deref-gmx.net,3,1
Baidu,2,2
chatgpt.com,2,2
