time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-09-09 00:00:00+00:00,834,121,50,17
2026-09-10 00:00:00+00:00,1518,39,12,5
2026-09-11 00:00:00+00:00,970,36,31,19
2026-09-12 00:00:00+00:00,3003,218,10,10
2026-09-13 00:00:00+00:00,2288,80,14,14
2026-09-14 00:00:00+00:00,1843,77,23,14
2026-09-15 00:00:00+00:00,219,45,57,17
2026-09-16 00:00:00+00:00,49,27,21,19
2026-09-17 00:00:00+00:00,181,34,24,19
2026-09-18 00:00:00+00:00,43,34,30,25
2026-09-19 00:00:00+00:00,1333,90,24,18
2026-09-20 00:00:00+00:00,3353,108,24,20
2026-09-21 00:00:00+00:00,2248,53,40,24
2026-09-22 00:00:00+00:00,1787,65,11,10
