referrer,views_total,views_unique
github.com,65,15
Google,45,18
seissol.org,42,8
seissol.readthedocs.io,8,4
Bing,7,4
DuckDuckGo,2,2
arxiv.org,2,1
chatgpt.com,2,1
m.sogou.com,1,1
search.brave.com,1,1
