referrer,views_total,views_unique
Google,102,24
seissol.org,75,23
github.com,49,17
seissol.readthedocs.io,12,5
Bing,8,6
chatgpt.com,6,2
hpcadvisorycouncil.com,5,2
cn.bing.com,4,4
seissol-cookbook.readthedocs.io,3,1
deref-gmx.net,2,1
