referrer,views_total,views_unique
github.com,296,24
seissol.readthedocs.io,99,9
Google,93,31
seissol.org,82,27
Bing,14,10
link.seisman.info,12,1
tandem.readthedocs.io,8,1
euc-excel.officeapps.live.com,6,2
deref-gmx.net,5,1
DuckDuckGo,3,3
