time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-31 00:00:00+00:00,297,16,173,20
2025-04-01 00:00:00+00:00,134,15,179,36
2025-04-02 00:00:00+00:00,2808,32,273,27
2025-04-03 00:00:00+00:00,869,14,98,16
2025-04-04 00:00:00+00:00,156,21,62,21
2025-04-05 00:00:00+00:00,20,12,30,11
2025-04-06 00:00:00+00:00,12,9,22,6
2025-04-07 00:00:00+00:00,862,15,88,14
2025-04-08 00:00:00+00:00,1208,16,145,27
2025-04-09 00:00:00+00:00,855,11,162,20
2025-04-10 00:00:00+00:00,2078,17,62,26
2025-04-11 00:00:00+00:00,2080,17,165,27
2025-04-12 00:00:00+00:00,1883,15,55,20
2025-04-13 00:00:00+00:00,131,8,24,9
