referrer,views_total,views_unique
github.com,115,23
Google,65,16
seissol.org,39,19
cn.bing.com,15,9
mail.qq.com,9,1
Bing,8,6
seissol.readthedocs.io,6,4
bgithub.xyz,4,1
DuckDuckGo,3,3
Baidu,3,1
