referrer,views_total,views_unique
github.com,31,19
Google,23,11
seissol.org,15,13
seissol.readthedocs.io,7,2
Bing,5,4
agupubs.onlinelibrary.wiley.com,1,1
arxiv.org,1,1
link.springer.com,1,1
nature.com,1,1
