url_path,views_total,views_unique
/SeisSol/SeisSol,117,79
/SeisSol/SeisSol/issues,31,7
/SeisSol/SeisSol/discussions/1539,25,1
/SeisSol/SeisSol/pulls,17,7
/SeisSol/SeisSol/tree/master/postprocessing/science,15,6
/SeisSol/SeisSol/tree/master/postprocessing,12,6
/SeisSol/SeisSol/discussions,11,7
/SeisSol/SeisSol/pull/1531,10,3
/SeisSol/SeisSol/tree/master/postprocessing/science/GroundMotionParametersMaps,8,4
/SeisSol/SeisSol/blob/master/postprocessing/science/GroundMotionParametersMaps/ComputeGroundMotionParametersFromSurfaceOutput_Hybrid.py,8,3
