referrer,views_total,views_unique
github.com,30,18
Google,20,8
seissol.org,12,11
seissol.readthedocs.io,7,2
Bing,3,3
nature.com,2,2
DuckDuckGo,1,1
agupubs.onlinelibrary.wiley.com,1,1
arxiv.org,1,1
link.springer.com,1,1
