referrer,views_total,views_unique
github.com,124,18
Google,48,18
seissol.org,40,17
Bing,30,8
academic.oup.com,14,2
seissol.readthedocs.io,11,6
cn.bing.com,3,2
easyinit.readthedocs.io,2,2
nature.com,2,2
deref-gmx.net,2,1
