referrer,views_total,views_unique
seissol.org,184,16
github.com,177,14
Google,73,17
seissol.readthedocs.io,18,7
cn.bing.com,10,10
gitlab.com,9,1
Bing,5,4
statics.teams.cdn.office.net,4,1
Baidu,2,1
tr.search.yahoo.com,1,1
