referrer,views_total,views_unique
Google,116,30
github.com,112,17
seissol.org,59,10
Bing,20,8
seissol.readthedocs.io,9,6
hpcadvisorycouncil.atlassian.net,7,1
DuckDuckGo,4,3
cn.bing.com,3,3
deref-gmx.net,2,1
zenodo.org,2,1
