time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-13 00:00:00+00:00,765,11,64,18
2025-03-14 00:00:00+00:00,1096,11,86,14
2025-03-15 00:00:00+00:00,1240,10,20,8
2025-03-16 00:00:00+00:00,2,2,30,12
2025-03-17 00:00:00+00:00,984,18,79,18
2025-03-18 00:00:00+00:00,363,9,80,27
2025-03-19 00:00:00+00:00,137,11,79,26
2025-03-20 00:00:00+00:00,264,15,117,25
2025-03-21 00:00:00+00:00,725,10,46,17
2025-03-22 00:00:00+00:00,9,7,5,4
2025-03-23 00:00:00+00:00,8,5,19,9
2025-03-24 00:00:00+00:00,1313,8,72,21
2025-03-25 00:00:00+00:00,747,16,95,20
2025-03-26 00:00:00+00:00,117,6,135,21
