referrer,views_total,views_unique
Google,186,19
github.com,94,12
seissol.org,41,11
se.copernicus.org,40,1
seissol.readthedocs.io,33,6
Bing,22,5
gitlab.com,10,1
cn.bing.com,9,3
sianipar17.com,3,1
DuckDuckGo,2,2
